fixture_id,season,round,date,status_type,home_team,away_team,home_goals,away_goals,group,fifa_home_rank,fifa_home_points,fifa_away_rank,fifa_away_points,fifa_rank_diff,fifa_points_diff,rolling_points_home,rolling_points_away,rolling_gd_home,rolling_gd_away,rest_days_home,rest_days_away,elo_home,elo_away,elo_diff,result
8600791,20/21,3,2020-10-11 18:45:00+00:00,finished,Scotland,Slovakia,1.0,0.0,"UEFA Nations League, League B, Gr. 2",42.0,1491.223887,45.0,1473.660727,3.0,17.563160000000153,2.0,0.8,1.0,-0.2,34.0,34.0,1541.6892893738718,1474.1124181826478,67.57687119122397,H
8600828,20/21,4,2020-10-14 18:45:00+00:00,finished,Slovakia,Israel,2.0,3.0,"UEFA Nations League, League B, Gr. 2",45.0,1473.660727,76.0,1333.904007,31.0,139.75671999999986,0.8,1.0,-0.2,0.0,3.0,3.0,1467.7532663247348,1492.7794730605688,-25.026206735833966,A
8600788,20/21,3,2020-10-11 18:45:00+00:00,finished,France,Portugal,0.0,0.0,"UEFA Nations League, League A, Gr. 3",3.0,1948.970817,7.0,1787.854725,4.0,161.11609199999998,2.4,2.2,0.6,1.2,33.0,33.0,1527.178819359021,1547.310381175175,-20.13156181615409,D
8600847,20/21,2,2020-09-06 13:00:00+00:00,finished,Andorra,Faroe Islands,0.0,1.0,"UEFA Nations League, League D, Gr. 1",172.0,946.429826,123.0,1136.585036,-49.0,-190.1552099999999,0.6,1.0,-1.4,-0.8,2.0,2.0,1471.9239924788278,1477.007992026743,-5.083999547915255,A
8600774,20/21,4,2020-10-14 18:45:00+00:00,finished,Portugal,Sweden,3.0,0.0,"UEFA Nations League, League A, Gr. 3",7.0,1787.854725,37.0,1525.578992,30.0,262.27573299999995,1.8,1.2,1.0,-0.2,3.0,3.0,1548.5946669644902,1477.520315110416,71.07435185407417,H
8600833,20/21,2,2020-09-08 18:45:00+00:00,finished,San Marino,Liechtenstein,0.0,2.0,"UEFA Nations League, League D, Gr. 2",211.0,721.201827,206.0,797.701009,-5.0,-76.49918200000002,0.0,0.8,-1.8,-0.8,3.0,658.0,1411.740561848791,1466.0788751752234,-54.3383133264324,A
8600741,20/21,3,2020-10-11 18:45:00+00:00,finished,Israel,Czechia,1.0,2.0,"UEFA Nations League, League B, Gr. 2",76.0,1333.904007,48.0,1467.260216,-28.0,-133.3562089999998,1.6,1.8,0.4,0.4,34.0,34.0,1504.574638535195,1506.5209539994773,-1.9463154642824065,A
8600843,20/21,1,2020-09-03 18:45:00+00:00,finished,Moldova,Kosovo,1.0,1.0,"UEFA Nations League, League C, Gr. 3",159.0,1008.240035,78.0,1319.120924,-81.0,-310.880889,1.8,2.6,0.6,2.6,655.0,652.0,1506.5832358619948,1561.38512922836,-54.80189336636522,D
8600746,20/21,3,2020-10-11 16:00:00+00:00,finished,England,Belgium,2.0,1.0,"UEFA Nations League, League A, Gr. 2",4.0,1922.831632,8.0,1778.355242,4.0,144.4763899999998,2.2,2.4,0.6,1.2,32.0,32.0,1521.915313789191,1550.042262730399,-28.126948941207957,H
8600820,20/21,1,2020-09-05 16:00:00+00:00,finished,Cyprus,Montenegro,0.0,2.0,"UEFA Nations League, League C, Gr. 1",124.0,1133.247165,80.0,1301.977191,-44.0,-168.73002599999995,1.0,1.2,-0.4,0.2,655.0,654.0,1472.3867537305525,1495.6094778079373,-23.222724077384783,A
8600813,20/21,1,2020-09-03 18:45:00+00:00,finished,Russia,Serbia,3.0,1.0,"UEFA Nations League, League B, Gr. 3",35.0,1529.602834,40.0,1502.133186,5.0,27.469648000000007,1.75,2.2,0.25,1.2,652.0,652.0,1508.165327767199,1546.4037385808485,-38.23841081364958,H
8600810,20/21,1,2020-09-03 18:45:00+00:00,finished,Türkiye,Hungary,0.0,1.0,"UEFA Nations League, League B, Gr. 3",27.0,1582.54473,39.0,1506.393663,12.0,76.15106700000001,0.75,2.0,-0.75,0.8,656.0,654.0,1476.6774976612724,1518.1230939992145,-41.445596337942106,A
8600834,20/21,2,2020-09-07 14:00:00+00:00,finished,Kazakhstan,Belarus,1.0,2.0,"UEFA Nations League, League C, Gr. 4",111.0,1180.780449,96.0,1242.876029,-15.0,-62.09557999999993,1.6,2.0,1.0,0.6,2.0,2.0,1507.4539670280492,1533.2646468357598,-25.810679807710585,A
8600830,20/21,3,2020-10-11 18:45:00+00:00,finished,Russia,Türkiye,1.0,1.0,"UEFA Nations League, League B, Gr. 3",35.0,1529.602834,27.0,1582.54473,-8.0,-52.94189600000004,2.0,0.8,0.6,-0.6,35.0,35.0,1534.0495248948644,1469.6159236548733,64.43360123999105,D
8600821,20/21,4,2020-10-14 18:45:00+00:00,finished,Italy,Netherlands,1.0,1.0,"UEFA Nations League, League A, Gr. 1",15.0,1704.733836,9.0,1775.54224,-6.0,-70.80840399999988,1.8,1.6,0.4,0.4,3.0,3.0,1513.3282844471737,1516.2723139921864,-2.944029545012654,D
8600851,20/21,2,2020-09-06 16:00:00+00:00,finished,Slovenia,Moldova,1.0,0.0,"UEFA Nations League, League C, Gr. 3",56.0,1441.087158,159.0,1008.240035,103.0,432.847123,0.8,1.8,-0.2,0.6,2.0,2.0,1472.5769521316852,1506.289795026523,-33.71284289483788,H
8600876,20/21,2,2020-09-07 18:45:00+00:00,finished,Bosnia & Herzegovina,Poland,1.0,2.0,"UEFA Nations League, League A, Gr. 1",61.0,1408.930486,36.0,1526.183359,-25.0,-117.25287300000014,2.2,0.4,0.8,-0.6,3.0,3.0,1532.2749353455272,1474.2211667348606,58.053768610666566,A
8600859,20/21,3,2020-10-10 16:00:00+00:00,finished,Liechtenstein,Gibraltar,0.0,1.0,"UEFA Nations League, League D, Gr. 2",206.0,797.701009,202.0,820.260818,-4.0,-22.559808999999973,0.8,1.8,-0.8,-1.0,31.0,35.0,1481.5390327589437,1464.980690877584,16.558341881359638,A
8600825,20/21,5,2020-11-15 14:00:00+00:00,finished,Slovakia,Scotland,1.0,0.0,"UEFA Nations League, League B, Gr. 2",45.0,1473.660727,42.0,1491.223887,-3.0,-17.563160000000153,0.2,2.6,-1.0,0.8,31.0,31.0,1456.6077780361736,1555.387444619686,-98.77966658351238,H
8600754,20/21,3,2020-10-10 18:45:00+00:00,finished,Ukraine,Germany,1.0,2.0,"UEFA Nations League, League A, Gr. 4",33.0,1549.287173,12.0,1726.218839,-21.0,-176.93166599999995,1.8,0.6,-0.8,-0.8,34.0,34.0,1503.603795680049,1477.7767794390825,25.827016240966486,A
8600832,20/21,2,2020-09-08 18:45:00+00:00,finished,Cyprus,Azerbaijan,0.0,1.0,"UEFA Nations League, League C, Gr. 1",124.0,1133.247165,126.0,1131.995112,2.0,1.2520529999999326,0.4,1.4,-1.0,0.0,3.0,3.0,1455.5917267135794,1502.030745788718,-46.4390190751385,A
8600780,20/21,4,2020-10-14 18:45:00+00:00,finished,Norway,Northern Ireland,1.0,0.0,"UEFA Nations League, League B, Gr. 1",19.0,1651.286867,70.0,1365.296485,51.0,285.99038199999995,2.0,0.2,1.8,-1.6,3.0,3.0,1558.5075905327765,1433.468443926893,125.03914660588339,H
8600886,20/21,2,2020-09-07 18:45:00+00:00,finished,Northern Ireland,Norway,1.0,5.0,"UEFA Nations League, League B, Gr. 1",70.0,1365.296485,19.0,1651.286867,-51.0,-285.99038199999995,0.2,2.0,-1.0,0.6,3.0,3.0,1462.2924086643122,1524.4581428348476,-62.165734170535416,A
8600844,20/21,1,2020-09-03 18:45:00+00:00,finished,Slovenia,Greece,0.0,0.0,"UEFA Nations League, League C, Gr. 3",56.0,1441.087158,46.0,1473.187305,-10.0,-32.10014699999988,0.6,1.2,-0.4,-0.4,653.0,654.0,1473.8134359518358,1495.6326207739871,-21.81918482215133,D
8600841,20/21,1,2020-09-05 13:00:00+00:00,finished,Gibraltar,San Marino,1.0,0.0,"UEFA Nations League, League D, Gr. 2",202.0,820.260818,211.0,721.201827,9.0,99.05899099999999,1.2,0.0,-1.6,-2.2,655.0,656.0,1457.8892481804116,1418.8320045459634,39.05724363444824,H
8600796,20/21,4,2020-10-14 18:45:00+00:00,finished,Poland,Bosnia & Herzegovina,3.0,0.0,"UEFA Nations League, League A, Gr. 1",36.0,1526.183359,61.0,1408.930486,25.0,117.25287300000014,1.0,1.2,-0.2,0.2,3.0,3.0,1486.4628257797633,1516.8979154373908,-30.435089657627486,H
8600846,20/21,1,2020-09-03 18:45:00+00:00,finished,Faroe Islands,Malta,3.0,2.0,"UEFA Nations League, League D, Gr. 1",123.0,1136.585036,161.0,992.793497,38.0,143.79153899999994,0.4,0.6,-1.4,-1.4,652.0,652.0,1469.2311786863916,1455.6780711710762,13.553107515315332,H
8600751,20/21,3,2020-10-10 18:45:00+00:00,finished,Spain,Switzerland,1.0,0.0,"UEFA Nations League, League A, Gr. 4",1.0,1995.881879,14.0,1710.884769,13.0,284.99711,1.4,1.4,1.6,0.4,34.0,34.0,1523.3622366535353,1522.8284367738443,0.5337998796910597,H
8600755,20/21,4,2020-10-14 18:45:00+00:00,finished,Croatia,France,1.0,2.0,"UEFA Nations League, League A, Gr. 3",13.0,1723.050142,3.0,1948.970817,-10.0,-225.92067499999985,1.2,2.0,-0.8,0.4,3.0,3.0,1468.9051011713639,1525.8945335697058,-56.98943239834193,A
8600831,20/21,5,2020-11-15 17:00:00+00:00,finished,Türkiye,Russia,3.0,2.0,"UEFA Nations League, League B, Gr. 3",27.0,1582.54473,35.0,1529.602834,8.0,52.94189600000004,0.6,1.6,-0.4,0.2,31.0,31.0,1472.5622397306927,1528.5953371599521,-56.03309742925944,H
8600817,20/21,1,2020-09-05 16:00:00+00:00,finished,Estonia,Georgia,0.0,1.0,"UEFA Nations League, League C, Gr. 2",127.0,1130.63629,72.0,1355.261687,-55.0,-224.62539700000002,0.8,2.6,-0.6,1.6,656.0,655.0,1470.5290055883147,1562.7078659263364,-92.17886033802165,A
8600872,20/21,3,2020-10-10 16:00:00+00:00,finished,Faroe Islands,Latvia,1.0,1.0,"UEFA Nations League, League D, Gr. 1",123.0,1136.585036,137.0,1085.660758,14.0,50.92427799999996,1.6,0.8,0.0,-0.6,34.0,33.0,1488.715618495675,1473.9570074205633,14.75861107511173,D
8600860,20/21,3,2020-10-11 16:00:00+00:00,finished,Estonia,North Macedonia,3.0,3.0,"UEFA Nations League, League C, Gr. 2",127.0,1130.63629,69.0,1369.159317,-58.0,-238.52302700000018,0.8,2.0,-0.8,0.6,33.0,33.0,1451.3072984170933,1561.568216855553,-110.26091843845961,D
8600757,20/21,4,2020-10-14 18:45:00+00:00,finished,Scotland,Czechia,1.0,0.0,"UEFA Nations League, League B, Gr. 2",42.0,1491.223887,48.0,1467.260216,6.0,23.963671000000204,2.6,1.8,1.4,0.4,3.0,3.0,1548.0484412317849,1518.3161194741035,29.732321757681348,H
8600766,20/21,3,2020-10-11 16:00:00+00:00,finished,Norway,Romania,4.0,0.0,"UEFA Nations League, League B, Gr. 1",19.0,1651.286867,52.0,1455.894657,33.0,195.39220999999998,2.0,2.2,1.2,1.0,33.0,33.0,1543.3610958071763,1540.7476970142056,2.6133987929706564,H
8600792,20/21,6,2020-11-18 19:45:00+00:00,finished,Belgium,Denmark,4.0,2.0,"UEFA Nations League, League A, Gr. 2",8.0,1778.355242,21.0,1619.474248,13.0,158.8809940000001,2.4,2.0,1.6,0.6,3.0,3.0,1560.095968444953,1536.9803991311626,23.115569313790502,H
8600760,20/21,6,2020-11-18 19:45:00+00:00,finished,Bosnia & Herzegovina,Italy,0.0,2.0,"UEFA Nations League, League A, Gr. 1",61.0,1408.930486,15.0,1704.733836,-46.0,-295.80335000000014,0.4,1.8,-1.2,0.6,3.0,3.0,1489.6052979760084,1523.3997805935035,-33.79448261749508,A
8600865,20/21,4,2020-10-14 18:45:00+00:00,finished,Moldova,Slovenia,0.0,4.0,"UEFA Nations League, League C, Gr. 3",159.0,1008.240035,56.0,1441.087158,-103.0,-432.847123,1.0,1.8,-0.4,0.4,3.0,3.0,1485.5103375335182,1495.290995333853,-9.780657800334893,A
8600890,20/21,5,2020-11-15 14:00:00+00:00,finished,North Macedonia,Estonia,2.0,1.0,"UEFA Nations League, League C, Gr. 2",69.0,1369.159317,127.0,1130.63629,58.0,238.52302700000018,1.8,1.0,1.0,-0.4,31.0,31.0,1558.7053827952875,1452.8452465133837,105.8601362819038,H
8600885,20/21,4,2020-10-14 18:45:00+00:00,finished,Belarus,Kazakhstan,2.0,0.0,"UEFA Nations League, League C, Gr. 4",96.0,1242.876029,111.0,1180.780449,15.0,62.09557999999993,2.0,1.0,0.6,0.0,3.0,3.0,1542.8070014920986,1493.7605532833518,49.046448208746824,H
8600879,20/21,4,2020-10-13 18:45:00+00:00,finished,Montenegro,Luxembourg,1.0,2.0,"UEFA Nations League, League C, Gr. 1",80.0,1301.977191,98.0,1232.81815,18.0,69.15904099999989,1.8,1.4,0.6,0.0,3.0,3.0,1536.5025303990221,1528.5503643923632,7.952166006658899,A
8600858,20/21,3,2020-10-11 16:00:00+00:00,finished,Finland,Bulgaria,2.0,0.0,"UEFA Nations League, League B, Gr. 4",75.0,1341.922408,85.0,1271.683325,10.0,70.23908299999994,1.2,0.6,-0.2,-0.4,35.0,35.0,1514.6351200249474,1505.6530071637337,8.982112861213636,H
8600787,20/21,6,2020-11-18 19:45:00+00:00,finished,England,Iceland,4.0,0.0,"UEFA Nations League, League A, Gr. 2",4.0,1922.831632,74.0,1342.771961,70.0,580.059671,1.4,0.0,-0.2,-2.0,3.0,3.0,1507.7272799903321,1393.3595604935583,114.36771949677382,H
8600906,20/21,6,2020-11-17 19:45:00+00:00,finished,Gibraltar,Liechtenstein,1.0,1.0,"UEFA Nations League, League D, Gr. 2",202.0,820.260818,206.0,797.701009,4.0,22.559808999999973,1.4,1.0,-1.2,-0.2,3.0,35.0,1476.9340427798425,1465.4594628159384,11.474579963904034,D
8600900,20/21,5,2020-11-15 17:00:00+00:00,finished,Belarus,Lithuania,2.0,0.0,"UEFA Nations League, League C, Gr. 4",96.0,1242.876029,149.0,1056.850321,53.0,186.02570800000012,2.0,1.0,0.6,-0.8,31.0,32.0,1553.0527619069908,1425.0616344841515,127.99112742283933,H
8600776,20/21,5,2020-11-14 19:45:00+00:00,finished,Sweden,Croatia,2.0,1.0,"UEFA Nations League, League A, Gr. 3",37.0,1525.578992,13.0,1723.050142,-24.0,-197.47115000000008,0.6,0.6,-1.0,-1.2,31.0,31.0,1466.5440489772154,1458.674579348401,7.869469628814386,H
8600893,20/21,5,2020-11-15 17:00:00+00:00,finished,Bulgaria,Finland,1.0,2.0,"UEFA Nations League, League B, Gr. 4",85.0,1271.683325,75.0,1341.922408,-10.0,-70.23908299999994,0.4,1.8,-0.8,0.2,31.0,32.0,1482.7376350936997,1533.0754231955075,-50.337788101807746,A
8600896,20/21,5,2020-11-15 17:00:00+00:00,finished,Wales,Ireland,1.0,0.0,"UEFA Nations League, League B, Gr. 4",38.0,1516.946629,55.0,1441.096901,17.0,75.84972800000014,2.0,0.6,0.4,-0.4,31.0,32.0,1532.823621868365,1461.3643261497516,71.45929571861348,H
8600873,20/21,5,2020-11-14 17:00:00+00:00,finished,Latvia,Faroe Islands,1.0,1.0,"UEFA Nations League, League D, Gr. 1",137.0,1085.660758,123.0,1136.585036,-14.0,-50.92427799999996,0.8,2.2,-0.2,0.8,32.0,31.0,1463.6189352073745,1497.5189157034936,-33.89998049611904,D
8600735,20/21,6,2020-11-17 19:45:00+00:00,finished,France,Sweden,4.0,2.0,"UEFA Nations League, League A, Gr. 3",3.0,1948.970817,37.0,1525.578992,34.0,423.3918249999999,2.6,0.6,1.0,-1.2,3.0,3.0,1548.6171307909708,1474.4769187571383,74.14021203383254,H
8600874,20/21,4,2020-10-14 18:45:00+00:00,finished,Greece,Kosovo,0.0,0.0,"UEFA Nations League, League C, Gr. 3",46.0,1473.187305,78.0,1319.120924,32.0,154.06638099999986,2.0,1.4,0.6,1.4,3.0,3.0,1522.1182073894015,1534.4948815594053,-12.376674170003753,D
8600784,20/21,6,2020-11-18 19:45:00+00:00,finished,Czechia,Slovakia,2.0,0.0,"UEFA Nations League, League B, Gr. 2",48.0,1467.260216,45.0,1473.660727,-3.0,-6.400511000000051,1.8,0.8,0.4,-0.6,3.0,3.0,1518.9325157978299,1467.5769830061442,51.35553279168562,H
8600782,20/21,5,2020-11-15 19:45:00+00:00,finished,Czechia,Israel,1.0,0.0,"UEFA Nations League, League B, Gr. 2",48.0,1467.260216,76.0,1333.904007,28.0,133.3562089999998,1.8,1.0,0.4,-0.2,32.0,32.0,1510.9771160862024,1503.92496134913,7.052154737072442,H
8600775,20/21,6,2020-11-17 19:45:00+00:00,finished,Croatia,Portugal,2.0,3.0,"UEFA Nations League, League A, Gr. 3",13.0,1723.050142,7.0,1787.854725,-6.0,-64.80458299999987,0.6,2.0,-1.2,1.4,3.0,3.0,1450.7417095684782,1547.0788576993887,-96.33714813091046,A
8600829,20/21,5,2020-11-14 19:45:00+00:00,finished,Switzerland,Spain,1.0,1.0,"UEFA Nations League, League A, Gr. 4",14.0,1710.884769,1.0,1995.881879,-13.0,-284.99711,1.0,1.4,0.2,0.6,32.0,32.0,1515.8570153042986,1522.2034948162982,-6.3464795119996325,D
8600878,20/21,4,2020-10-13 16:00:00+00:00,finished,Azerbaijan,Cyprus,0.0,0.0,"UEFA Nations League, League C, Gr. 1",126.0,1131.995112,124.0,1133.247165,-2.0,-1.2520529999999326,1.2,0.2,-0.8,-1.4,3.0,3.0,1500.8444074837907,1435.765576082394,65.07883140139666,D
8600823,20/21,5,2020-11-15 19:45:00+00:00,finished,Belgium,England,2.0,0.0,"UEFA Nations League, League A, Gr. 2",8.0,1778.355242,4.0,1922.831632,-4.0,-144.4763899999998,1.8,2.0,0.6,0.4,32.0,32.0,1549.1144619299505,1518.7087865053347,30.405675424615765,H
8600745,20/21,6,2020-11-17 19:45:00+00:00,postponed,Switzerland,Ukraine,3.0,0.0,"UEFA Nations League, League A, Gr. 4",14.0,1710.884769,33.0,1549.287173,19.0,161.59759600000007,,,,,,,1473.8930811735415,1524.7385306237845,-50.845449450242995,
8600786,20/21,4,2020-10-14 18:45:00+00:00,finished,Romania,Austria,0.0,1.0,"UEFA Nations League, League B, Gr. 1",52.0,1455.894657,23.0,1598.822839,-29.0,-142.92818199999988,2.0,2.0,0.2,0.4,3.0,3.0,1525.6012022886055,1521.0548568979834,4.546345390622037,A
8600852,20/21,4,2020-10-14 18:45:00+00:00,finished,Bulgaria,Wales,0.0,1.0,"UEFA Nations League, League B, Gr. 4",85.0,1271.683325,38.0,1516.946629,-47.0,-245.26330400000006,0.6,2.0,-0.6,0.4,3.0,3.0,1493.799655965882,1521.7616009961828,-27.96194503030074,A
8600881,20/21,4,2020-10-13 18:45:00+00:00,finished,Faroe Islands,Andorra,2.0,0.0,"UEFA Nations League, League D, Gr. 1",123.0,1136.585036,172.0,946.429826,49.0,190.1552099999999,1.6,0.8,0.0,-0.2,3.0,3.0,1486.4594751375869,1457.9956178298694,28.46385730771749,H
8600864,20/21,4,2020-10-14 18:45:00+00:00,finished,Estonia,Armenia,1.0,1.0,"UEFA Nations League, League C, Gr. 2",127.0,1130.63629,107.0,1189.632762,-20.0,-58.99647200000004,0.8,1.6,-0.8,1.0,3.0,3.0,1452.6026927566863,1526.0315266236232,-73.42883386693688,D
8600888,20/21,4,2020-10-14 16:00:00+00:00,finished,Lithuania,Albania,0.0,0.0,"UEFA Nations League, League C, Gr. 4",149.0,1056.850321,67.0,1376.033234,-82.0,-319.1829130000001,0.8,0.8,-1.4,-1.0,3.0,3.0,1425.5799864289686,1472.554439494949,-46.97445306598047,D
8600748,20/21,4,2020-10-14 18:45:00+00:00,finished,Iceland,Belgium,1.0,2.0,"UEFA Nations League, League A, Gr. 2",74.0,1342.771961,8.0,1778.355242,-66.0,-435.58328100000017,0.0,1.8,-2.2,0.8,3.0,3.0,1406.2012327644436,1541.0995877373762,-134.89835497293257,A
8600770,20/21,4,2020-10-14 18:45:00+00:00,finished,Türkiye,Serbia,2.0,2.0,"UEFA Nations League, League B, Gr. 3",27.0,1582.54473,40.0,1502.133186,13.0,80.41154400000005,0.4,1.4,-0.8,0.2,3.0,3.0,1473.1780365947411,1516.7559568348556,-43.57792024011451,D
8600869,20/21,3,2020-10-10 18:45:00+00:00,finished,Andorra,Malta,0.0,0.0,"UEFA Nations League, League D, Gr. 1",172.0,946.429826,161.0,992.793497,-11.0,-46.363670999999954,0.6,0.6,-1.0,-1.2,34.0,34.0,1460.2163660098959,1446.7523800078195,13.463986002076354,D
8600826,20/21,5,2020-11-15 17:00:00+00:00,finished,Netherlands,Bosnia & Herzegovina,3.0,1.0,"UEFA Nations League, League A, Gr. 1",9.0,1775.54224,61.0,1408.930486,52.0,366.611754,1.2,0.6,0.0,-0.8,31.0,31.0,1518.0396741137565,1501.1331959339952,16.90647817976128,H
8600795,20/21,4,2020-10-13 18:45:00+00:00,finished,Germany,Switzerland,3.0,3.0,"UEFA Nations League, League A, Gr. 4",12.0,1726.218839,14.0,1710.884769,2.0,15.334069999999883,1.2,1.4,0.0,0.4,3.0,3.0,1490.3330226097112,1514.6925957056694,-24.35957309595824,D
8600739,20/21,5,2020-11-14 19:45:00+00:00,finished,Portugal,France,0.0,1.0,"UEFA Nations League, League A, Gr. 3",7.0,1787.854725,3.0,1948.970817,-4.0,-161.11609199999998,2.2,2.0,1.6,0.4,31.0,31.0,1559.5709330976908,1536.1250553926686,23.445877705022212,A
8600772,20/21,5,2020-11-15 19:45:00+00:00,finished,Italy,Poland,2.0,0.0,"UEFA Nations League, League A, Gr. 1",15.0,1704.733836,36.0,1526.183359,21.0,178.550477,1.4,1.6,0.2,0.6,32.0,32.0,1511.5609243256035,1502.2275452831589,9.333379042444676,H
8600867,20/21,4,2020-10-13 18:45:00+00:00,finished,Liechtenstein,San Marino,0.0,0.0,"UEFA Nations League, League D, Gr. 2",206.0,797.701009,211.0,721.201827,5.0,76.49918200000002,0.8,0.0,-0.4,-1.8,3.0,35.0,1469.2337835490189,1396.2804042650707,72.95337928394815,D
8600768,20/21,6,2020-11-18 19:45:00+00:00,finished,Serbia,Russia,5.0,0.0,"UEFA Nations League, League B, Gr. 3",40.0,1502.133186,35.0,1529.602834,-5.0,-27.469648000000007,0.6,1.6,-0.6,0.4,3.0,3.0,1519.5926274116011,1518.8533680738162,0.7392593377849153,H
8600765,20/21,6,2020-11-18 19:45:00+00:00,finished,Hungary,Türkiye,2.0,0.0,"UEFA Nations League, League B, Gr. 3",39.0,1506.393663,27.0,1582.54473,-12.0,-76.15106700000001,1.6,1.2,0.2,0.0,3.0,3.0,1528.6194537062884,1482.3042088168286,46.31524488945979,H
8600854,20/21,3,2020-10-11 16:00:00+00:00,finished,Armenia,Georgia,2.0,2.0,"UEFA Nations League, League C, Gr. 2",107.0,1189.632762,72.0,1355.261687,-35.0,-165.62892499999998,2.0,2.2,1.8,1.0,33.0,33.0,1526.6619022356167,1569.731330650753,-43.06942841513637,D
8600866,20/21,3,2020-10-11 18:45:00+00:00,finished,Greece,Moldova,2.0,0.0,"UEFA Nations League, League C, Gr. 3",46.0,1473.187305,159.0,1008.240035,113.0,464.9472699999999,1.4,1.2,-0.2,0.0,35.0,35.0,1510.4406594452287,1497.187885477691,13.252773967537678,H
8600887,20/21,3,2020-10-11 16:00:00+00:00,finished,Lithuania,Belarus,2.0,2.0,"UEFA Nations League, League C, Gr. 4",149.0,1056.850321,96.0,1242.876029,-53.0,-186.02570800000012,0.6,2.0,-2.0,0.6,33.0,34.0,1423.9991412053346,1544.3878467157326,-120.38870551039804,D
8600750,20/21,3,2020-10-11 18:45:00+00:00,finished,Serbia,Hungary,0.0,1.0,"UEFA Nations League, League B, Gr. 3",40.0,1502.133186,39.0,1506.393663,-1.0,-4.260477000000037,1.6,2.0,0.4,0.8,35.0,35.0,1528.9415102127239,1516.7626992460728,12.178810966651099,A
8600842,20/21,2,2020-09-08 18:45:00+00:00,finished,Luxembourg,Montenegro,0.0,1.0,"UEFA Nations League, League C, Gr. 1",98.0,1232.81815,80.0,1301.977191,-18.0,-69.15904099999989,1.4,1.2,0.2,0.2,3.0,3.0,1531.6359010303624,1512.4045048249104,19.23139620545203,A
8600838,20/21,2,2020-09-06 18:45:00+00:00,finished,Kosovo,Greece,1.0,2.0,"UEFA Nations League, League C, Gr. 3",78.0,1319.120924,46.0,1473.187305,-32.0,-154.06638099999986,2.2,1.4,2.2,-0.2,3.0,3.0,1561.6785700638318,1496.8691045941378,64.80946546969403,A
8600781,20/21,6,2020-11-17 19:45:00+00:00,finished,Spain,Germany,6.0,0.0,"UEFA Nations League, League A, Gr. 4",1.0,1995.881879,12.0,1726.218839,11.0,269.66304000000014,1.6,1.8,0.8,0.6,3.0,3.0,1523.8758220283864,1501.863143187896,22.01267884049048,H
8600785,20/21,5,2020-11-15 19:45:00+00:00,finished,Romania,Norway,3.0,0.0,"UEFA Nations League, League B, Gr. 1",52.0,1455.894657,19.0,1651.286867,-33.0,-195.39220999999998,1.4,2.4,-0.6,2.0,32.0,32.0,1513.6258108254697,1563.5250822128662,-49.89927138739654,H
8600744,20/21,6,2020-11-18 19:45:00+00:00,finished,Israel,Scotland,1.0,0.0,"UEFA Nations League, League B, Gr. 2",76.0,1333.904007,42.0,1491.223887,-34.0,-157.31988,1.0,2.0,-0.2,0.4,3.0,3.0,1495.9695616375025,1544.4182396497154,-48.448678012212895,H
8600855,20/21,5,2020-11-14 14:00:00+00:00,finished,San Marino,Gibraltar,0.0,0.0,"UEFA Nations League, League D, Gr. 2",211.0,721.201827,202.0,820.260818,-9.0,-99.05899099999999,0.2,1.8,-1.2,-1.0,31.0,34.0,1400.0547249981512,1477.2859400875088,-77.23121508935765,D
8600870,20/21,3,2020-10-10 13:00:00+00:00,finished,Montenegro,Azerbaijan,2.0,0.0,"UEFA Nations League, League C, Gr. 1",80.0,1301.977191,126.0,1131.995112,46.0,169.98207899999989,1.8,1.4,0.8,-0.4,31.0,31.0,1524.7824717677522,1512.5644661150607,12.218005652691545,H
8600762,20/21,5,2020-11-15 19:45:00+00:00,finished,Austria,Northern Ireland,2.0,1.0,"UEFA Nations League, League B, Gr. 1",23.0,1598.822839,70.0,1365.296485,47.0,233.52635399999986,2.4,0.2,0.6,-1.4,32.0,32.0,1533.0302483611192,1428.4509522468034,104.57929611431587,H
8600797,20/21,6,2020-11-18 19:45:00+00:00,finished,Poland,Netherlands,1.0,2.0,"UEFA Nations League, League A, Gr. 1",36.0,1526.183359,9.0,1775.54224,-27.0,-249.35888099999988,1.4,1.6,0.2,0.4,3.0,3.0,1490.388689015259,1529.5675720717434,-39.17888305648444,A
8600889,20/21,5,2020-11-15 17:00:00+00:00,finished,Georgia,Armenia,1.0,2.0,"UEFA Nations League, League C, Gr. 2",72.0,1355.261687,107.0,1189.632762,35.0,165.62892499999998,1.8,1.2,0.4,0.2,31.0,31.0,1571.929145983419,1525.7889728669259,46.14017311649309,A
8600884,20/21,5,2020-11-14 14:00:00+00:00,finished,Malta,Andorra,3.0,1.0,"UEFA Nations League, League D, Gr. 1",161.0,992.793497,172.0,946.429826,11.0,46.363670999999954,1.2,0.6,0.0,-0.6,31.0,31.0,1461.5673437591229,1446.9361772639627,14.631166495160187,H
10023397,22/23,1,2022-06-08 18:45:00+00:00,finished,Ireland,Ukraine,0.0,1.0,"UEFA Nations League, League B, Gr. 1",55.0,1441.096901,33.0,1549.287173,-22.0,-108.19027200000005,0.4,1.2,-0.6,-1.0,4.0,570.0,1448.0167300274234,1487.6475952380183,-39.63086521059495,A
