fixture_id,season,round,date,status_type,home_team,away_team,home_goals,away_goals,group
7697179,18/19,1,2018-09-08 18:45:00+00:00,finished,Estonia,Greece,0.0,1.0,"UEFA Nations League, League C, Gr. 2"
7697170,18/19,1,2018-09-08 18:45:00+00:00,finished,England,Spain,1.0,2.0,"UEFA Nations League, League A, Gr. 4"
7697189,18/19,1,2018-09-08 18:45:00+00:00,finished,Luxembourg,Moldova,4.0,0.0,"UEFA Nations League, League D, Gr. 2"
7697172,18/19,2,2018-09-09 13:00:00+00:00,finished,Ukraine,Slovakia,1.0,0.0,"UEFA Nations League, League B, Gr. 1"
7697178,18/19,2,2018-09-09 16:00:00+00:00,finished,Denmark,Wales,2.0,0.0,"UEFA Nations League, League B, Gr. 4"
7697187,18/19,2,2018-09-09 16:00:00+00:00,finished,Bulgaria,Norway,1.0,0.0,"UEFA Nations League, League C, Gr. 3"
7697194,18/19,2,2018-09-09 16:00:00+00:00,finished,Georgia,Latvia,1.0,0.0,"UEFA Nations League, League D, Gr. 1"
7697185,18/19,2,2018-09-09 16:00:00+00:00,finished,North Macedonia,Armenia,2.0,0.0,"UEFA Nations League, League D, Gr. 4"
7697168,18/19,2,2018-09-09 18:45:00+00:00,finished,France,Netherlands,2.0,1.0,"UEFA Nations League, League A, Gr. 1"
7697186,18/19,2,2018-09-09 18:45:00+00:00,finished,Cyprus,Slovenia,2.0,1.0,"UEFA Nations League, League C, Gr. 3"
7697188,18/19,2,2018-09-09 18:45:00+00:00,finished,Liechtenstein,Gibraltar,2.0,0.0,"UEFA Nations League, League D, Gr. 4"
7697213,18/19,2,2018-09-10 18:45:00+00:00,finished,Kosovo,Faroe Islands,2.0,0.0,"UEFA Nations League, League D, Gr. 3"
7697204,18/19,2,2018-09-10 18:45:00+00:00,finished,Andorra,Kazakhstan,1.0,1.0,"UEFA Nations League, League D, Gr. 1"
7697215,18/19,2,2018-09-10 18:45:00+00:00,finished,Malta,Azerbaijan,1.0,1.0,"UEFA Nations League, League D, Gr. 3"
7697207,18/19,2,2018-09-10 18:45:00+00:00,finished,Montenegro,Lithuania,2.0,0.0,"UEFA Nations League, League C, Gr. 4"
7697200,18/19,2,2018-09-10 18:45:00+00:00,finished,Portugal,Italy,1.0,0.0,"UEFA Nations League, League A, Gr. 3"
7697206,18/19,2,2018-09-10 18:45:00+00:00,finished,Serbia,Romania,2.0,2.0,"UEFA Nations League, League C, Gr. 4"
7697205,18/19,2,2018-09-10 18:45:00+00:00,finished,Scotland,Albania,2.0,0.0,"UEFA Nations League, League C, Gr. 1"
7697202,18/19,2,2018-09-10 18:45:00+00:00,finished,Sweden,Türkiye,2.0,3.0,"UEFA Nations League, League B, Gr. 2"
7697199,18/19,2,2018-09-11 18:45:00+00:00,finished,Iceland,Belgium,0.0,3.0,"UEFA Nations League, League A, Gr. 2"
7697201,18/19,2,2018-09-11 18:45:00+00:00,finished,Spain,Croatia,6.0,0.0,"UEFA Nations League, League A, Gr. 4"
7697203,18/19,2,2018-09-11 18:45:00+00:00,finished,Bosnia & Herzegovina,Austria,1.0,0.0,"UEFA Nations League, League B, Gr. 3"
7697211,18/19,2,2018-09-11 18:45:00+00:00,finished,Finland,Estonia,1.0,0.0,"UEFA Nations League, League C, Gr. 2"
7697210,18/19,2,2018-09-11 18:45:00+00:00,finished,Hungary,Greece,2.0,1.0,"UEFA Nations League, League C, Gr. 2"
7697212,18/19,2,2018-09-11 18:45:00+00:00,finished,Moldova,Belarus,0.0,0.0,"UEFA Nations League, League D, Gr. 2"
7697208,18/19,2,2018-09-11 18:45:00+00:00,finished,San Marino,Luxembourg,0.0,3.0,"UEFA Nations League, League D, Gr. 2"
7697219,18/19,3,2018-10-11 18:45:00+00:00,finished,Poland,Portugal,2.0,3.0,"UEFA Nations League, League A, Gr. 3"
7697234,18/19,3,2018-10-11 18:45:00+00:00,finished,Israel,Scotland,2.0,1.0,"UEFA Nations League, League C, Gr. 1"
7697244,18/19,3,2018-10-11 18:45:00+00:00,finished,Lithuania,Romania,1.0,2.0,"UEFA Nations League, League C, Gr. 4"
7697242,18/19,3,2018-10-11 18:45:00+00:00,finished,Montenegro,Serbia,0.0,2.0,"UEFA Nations League, League C, Gr. 4"
7697252,18/19,3,2018-10-11 18:45:00+00:00,finished,Faroe Islands,Azerbaijan,0.0,3.0,"UEFA Nations League, League D, Gr. 3"
7697255,18/19,3,2018-10-11 18:45:00+00:00,finished,Kosovo,Malta,3.0,1.0,"UEFA Nations League, League D, Gr. 3"
7697222,18/19,3,2018-10-11 19:45:00+00:00,finished,Russia,Sweden,0.0,0.0,"UEFA Nations League, League B, Gr. 2"
7697223,18/19,3,2018-10-12 18:45:00+00:00,finished,Austria,Northern Ireland,1.0,0.0,"UEFA Nations League, League B, Gr. 3"
7697233,18/19,3,2018-10-12 18:45:00+00:00,finished,Estonia,Finland,0.0,1.0,"UEFA Nations League, League C, Gr. 2"
7697232,18/19,3,2018-10-12 18:45:00+00:00,finished,Greece,Hungary,1.0,0.0,"UEFA Nations League, League C, Gr. 2"
7697251,18/19,3,2018-10-12 18:45:00+00:00,finished,Belarus,Luxembourg,1.0,0.0,"UEFA Nations League, League D, Gr. 2"
7697256,18/19,3,2018-10-12 18:45:00+00:00,finished,Moldova,San Marino,2.0,0.0,"UEFA Nations League, League D, Gr. 2"
7697214,18/19,3,2018-10-12 18:45:00+00:00,finished,Belgium,Switzerland,2.0,1.0,"UEFA Nations League, League A, Gr. 2"
7697220,18/19,3,2018-10-12 18:45:00+00:00,finished,Croatia,England,0.0,0.0,"UEFA Nations League, League A, Gr. 4"
7697221,18/19,3,2018-10-13 13:00:00+00:00,finished,Slovakia,Czechia,1.0,2.0,"UEFA Nations League, League B, Gr. 1"
7697238,18/19,3,2018-10-13 16:00:00+00:00,finished,Norway,Slovenia,1.0,0.0,"UEFA Nations League, League C, Gr. 3"
7697241,18/19,3,2018-10-13 16:00:00+00:00,finished,Georgia,Andorra,3.0,0.0,"UEFA Nations League, League D, Gr. 1"
7697243,18/19,3,2018-10-13 16:00:00+00:00,finished,Latvia,Kazakhstan,1.0,1.0,"UEFA Nations League, League D, Gr. 1"
7697259,18/19,3,2018-10-13 16:00:00+00:00,finished,Armenia,Gibraltar,0.0,1.0,"UEFA Nations League, League D, Gr. 4"
7697216,18/19,3,2018-10-13 18:45:00+00:00,finished,Netherlands,Germany,3.0,0.0,"UEFA Nations League, League A, Gr. 1"
7697231,18/19,3,2018-10-13 18:45:00+00:00,finished,Ireland,Denmark,0.0,0.0,"UEFA Nations League, League B, Gr. 4"
7697239,18/19,3,2018-10-13 18:45:00+00:00,finished,Bulgaria,Cyprus,2.0,1.0,"UEFA Nations League, League C, Gr. 3"
7697260,18/19,3,2018-10-13 18:45:00+00:00,finished,North Macedonia,Liechtenstein,4.0,1.0,"UEFA Nations League, League D, Gr. 4"
7697247,18/19,4,2018-10-14 13:00:00+00:00,finished,Romania,Serbia,0.0,0.0,"UEFA Nations League, League C, Gr. 4"
7697227,18/19,4,2018-10-14 16:00:00+00:00,finished,Russia,Türkiye,2.0,0.0,"UEFA Nations League, League B, Gr. 2"
7697253,18/19,4,2018-10-14 16:00:00+00:00,finished,Azerbaijan,Malta,1.0,1.0,"UEFA Nations League, League D, Gr. 3"
7697258,18/19,4,2018-10-14 16:00:00+00:00,finished,Faroe Islands,Kosovo,1.0,1.0,"UEFA Nations League, League D, Gr. 3"
7888071,18/19,4,2018-10-14 18:45:00+00:00,finished,Israel,Albania,2.0,0.0,"UEFA Nations League, League C, Gr. 1"
7697248,18/19,4,2018-10-14 18:45:00+00:00,finished,Lithuania,Montenegro,1.0,4.0,"UEFA Nations League, League C, Gr. 4"
7697218,18/19,4,2018-10-14 18:45:00+00:00,finished,Poland,Italy,0.0,1.0,"UEFA Nations League, League A, Gr. 3"
7697267,18/19,4,2018-10-15 18:45:00+00:00,finished,Iceland,Switzerland,1.0,2.0,"UEFA Nations League, League A, Gr. 2"
7697264,18/19,4,2018-10-15 18:45:00+00:00,finished,Spain,England,2.0,3.0,"UEFA Nations League, League A, Gr. 4"
7697261,18/19,4,2018-10-15 18:45:00+00:00,finished,Bosnia & Herzegovina,Northern Ireland,2.0,0.0,"UEFA Nations League, League B, Gr. 3"
7697262,18/19,4,2018-10-15 18:45:00+00:00,finished,Estonia,Hungary,3.0,3.0,"UEFA Nations League, League C, Gr. 2"
7697270,18/19,4,2018-10-15 18:45:00+00:00,finished,Finland,Greece,2.0,0.0,"UEFA Nations League, League C, Gr. 2"
7697273,18/19,4,2018-10-15 18:45:00+00:00,finished,Belarus,Moldova,0.0,0.0,"UEFA Nations League, League D, Gr. 2"
7697276,18/19,4,2018-10-15 18:45:00+00:00,finished,Luxembourg,San Marino,3.0,0.0,"UEFA Nations League, League D, Gr. 2"
7697281,18/19,4,2018-10-16 14:00:00+00:00,finished,Kazakhstan,Andorra,4.0,0.0,"UEFA Nations League, League D, Gr. 1"
7697274,18/19,4,2018-10-16 16:00:00+00:00,finished,Armenia,North Macedonia,4.0,0.0,"UEFA Nations League, League D, Gr. 4"
7697275,18/19,4,2018-10-16 18:45:00+00:00,finished,Gibraltar,Liechtenstein,2.0,1.0,"UEFA Nations League, League D, Gr. 4"
7697279,18/19,4,2018-10-16 18:45:00+00:00,finished,Latvia,Georgia,0.0,3.0,"UEFA Nations League, League D, Gr. 1"
7697277,18/19,4,2018-10-16 18:45:00+00:00,finished,Slovenia,Cyprus,1.0,1.0,"UEFA Nations League, League C, Gr. 3"
7697269,18/19,4,2018-10-16 18:45:00+00:00,finished,Ireland,Wales,0.0,1.0,"UEFA Nations League, League B, Gr. 4"
7697266,18/19,4,2018-10-16 18:45:00+00:00,finished,Ukraine,Czechia,1.0,0.0,"UEFA Nations League, League B, Gr. 1"
7697265,18/19,4,2018-10-16 18:45:00+00:00,finished,France,Germany,2.0,1.0,"UEFA Nations League, League A, Gr. 1"
7697278,18/19,4,2018-10-16 18:45:00+00:00,finished,Norway,Bulgaria,1.0,0.0,"UEFA Nations League, League C, Gr. 3"
7697286,18/19,5,2018-11-15 15:00:00+00:00,finished,Kazakhstan,Latvia,1.0,1.0,"UEFA Nations League, League D, Gr. 1"
7697306,18/19,5,2018-11-15 19:45:00+00:00,finished,Belgium,Iceland,2.0,0.0,"UEFA Nations League, League A, Gr. 2"
7697300,18/19,5,2018-11-15 19:45:00+00:00,finished,Croatia,Spain,3.0,2.0,"UEFA Nations League, League A, Gr. 4"
7697299,18/19,5,2018-11-15 19:45:00+00:00,finished,Austria,Bosnia & Herzegovina,0.0,0.0,"UEFA Nations League, League B, Gr. 3"
7697290,18/19,5,2018-11-15 19:45:00+00:00,finished,Greece,Finland,1.0,0.0,"UEFA Nations League, League C, Gr. 2"
7697287,18/19,5,2018-11-15 19:45:00+00:00,finished,Hungary,Estonia,2.0,0.0,"UEFA Nations League, League C, Gr. 2"
7697285,18/19,5,2018-11-15 19:45:00+00:00,finished,Andorra,Georgia,1.0,1.0,"UEFA Nations League, League D, Gr. 1"
7697282,18/19,5,2018-11-15 19:45:00+00:00,finished,Luxembourg,Belarus,0.0,2.0,"UEFA Nations League, League D, Gr. 2"
7697280,18/19,5,2018-11-15 19:45:00+00:00,finished,San Marino,Moldova,0.0,1.0,"UEFA Nations League, League D, Gr. 2"
7697263,18/19,5,2018-11-16 19:45:00+00:00,finished,Liechtenstein,North Macedonia,0.0,2.0,"UEFA Nations League, League D, Gr. 4"
7697268,18/19,5,2018-11-16 19:45:00+00:00,finished,Gibraltar,Armenia,2.0,6.0,"UEFA Nations League, League D, Gr. 4"
7697297,18/19,5,2018-11-16 19:45:00+00:00,finished,Wales,Denmark,1.0,2.0,"UEFA Nations League, League B, Gr. 4"
7697292,18/19,5,2018-11-16 19:45:00+00:00,finished,Cyprus,Bulgaria,1.0,1.0,"UEFA Nations League, League C, Gr. 3"
7697293,18/19,5,2018-11-16 19:45:00+00:00,finished,Slovenia,Norway,1.0,1.0,"UEFA Nations League, League C, Gr. 3"
7697305,18/19,5,2018-11-16 19:45:00+00:00,finished,Netherlands,France,2.0,0.0,"UEFA Nations League, League A, Gr. 1"
7697302,18/19,5,2018-11-16 19:45:00+00:00,finished,Slovakia,Ukraine,4.0,1.0,"UEFA Nations League, League B, Gr. 1"
7697289,18/19,5,2018-11-17 14:00:00+00:00,finished,Serbia,Montenegro,2.0,1.0,"UEFA Nations League, League C, Gr. 4"
7697296,18/19,5,2018-11-17 17:00:00+00:00,finished,Türkiye,Sweden,0.0,1.0,"UEFA Nations League, League B, Gr. 2"
7697271,18/19,5,2018-11-17 17:00:00+00:00,finished,Azerbaijan,Faroe Islands,2.0,0.0,"UEFA Nations League, League D, Gr. 3"
7697272,18/19,5,2018-11-17 17:00:00+00:00,finished,Malta,Kosovo,0.0,5.0,"UEFA Nations League, League D, Gr. 3"
7697307,18/19,5,2018-11-17 19:45:00+00:00,finished,Italy,Portugal,0.0,0.0,"UEFA Nations League, League A, Gr. 3"
7697295,18/19,5,2018-11-17 19:45:00+00:00,finished,Albania,Scotland,0.0,4.0,"UEFA Nations League, League C, Gr. 1"
7697288,18/19,5,2018-11-17 19:45:00+00:00,finished,Romania,Lithuania,3.0,0.0,"UEFA Nations League, League C, Gr. 4"
7697301,18/19,6,2018-11-18 14:00:00+00:00,finished,England,Croatia,2.0,1.0,"UEFA Nations League, League A, Gr. 4"
7697298,18/19,6,2018-11-18 17:00:00+00:00,finished,Northern Ireland,Austria,1.0,2.0,"UEFA Nations League, League B, Gr. 3"
7697284,18/19,6,2018-11-18 17:00:00+00:00,finished,Moldova,Luxembourg,1.0,1.0,"UEFA Nations League, League D, Gr. 2"
7697283,18/19,6,2018-11-18 17:00:00+00:00,finished,San Marino,Belarus,0.0,2.0,"UEFA Nations League, League D, Gr. 2"
7697291,18/19,6,2018-11-18 19:45:00+00:00,finished,Greece,Estonia,0.0,1.0,"UEFA Nations League, League C, Gr. 2"
7697294,18/19,6,2018-11-18 19:45:00+00:00,finished,Hungary,Finland,2.0,0.0,"UEFA Nations League, League C, Gr. 2"
7697304,18/19,6,2018-11-18 19:45:00+00:00,finished,Switzerland,Belgium,5.0,2.0,"UEFA Nations League, League A, Gr. 2"
7697229,18/19,6,2018-11-19 17:00:00+00:00,finished,Andorra,Latvia,0.0,0.0,"UEFA Nations League, League D, Gr. 1"
7697230,18/19,6,2018-11-19 17:00:00+00:00,finished,Georgia,Kazakhstan,2.0,1.0,"UEFA Nations League, League D, Gr. 1"
7697254,18/19,6,2018-11-19 19:45:00+00:00,finished,Germany,Netherlands,2.0,2.0,"UEFA Nations League, League A, Gr. 1"
7697250,18/19,6,2018-11-19 19:45:00+00:00,finished,Czechia,Slovakia,1.0,0.0,"UEFA Nations League, League B, Gr. 1"
7697246,18/19,6,2018-11-19 19:45:00+00:00,finished,Denmark,Ireland,0.0,0.0,"UEFA Nations League, League B, Gr. 4"
7697236,18/19,6,2018-11-19 19:45:00+00:00,finished,Bulgaria,Slovenia,1.0,1.0,"UEFA Nations League, League C, Gr. 3"
7697235,18/19,6,2018-11-19 19:45:00+00:00,finished,Cyprus,Norway,0.0,2.0,"UEFA Nations League, League C, Gr. 3"
7697224,18/19,6,2018-11-19 19:45:00+00:00,finished,Liechtenstein,Armenia,2.0,2.0,"UEFA Nations League, League D, Gr. 4"
7697228,18/19,6,2018-11-19 19:45:00+00:00,finished,North Macedonia,Gibraltar,4.0,0.0,"UEFA Nations League, League D, Gr. 4"
7697225,18/19,6,2018-11-20 19:45:00+00:00,finished,Malta,Faroe Islands,1.0,1.0,"UEFA Nations League, League D, Gr. 3"
7697249,18/19,6,2018-11-20 19:45:00+00:00,finished,Sweden,Russia,2.0,0.0,"UEFA Nations League, League B, Gr. 2"
7697245,18/19,6,2018-11-20 19:45:00+00:00,finished,Scotland,Israel,3.0,2.0,"UEFA Nations League, League C, Gr. 1"
7697240,18/19,6,2018-11-20 19:45:00+00:00,finished,Montenegro,Romania,0.0,1.0,"UEFA Nations League, League C, Gr. 4"
7697237,18/19,6,2018-11-20 19:45:00+00:00,finished,Serbia,Lithuania,4.0,1.0,"UEFA Nations League, League C, Gr. 4"
7697257,18/19,6,2018-11-20 19:45:00+00:00,finished,Portugal,Poland,1.0,1.0,"UEFA Nations League, League A, Gr. 3"
7697226,18/19,6,2018-11-20 19:45:00+00:00,finished,Kosovo,Azerbaijan,4.0,0.0,"UEFA Nations League, League D, Gr. 3"
8600839,20/21,1,2020-09-03 16:00:00+00:00,finished,Latvia,Andorra,0.0,0.0,"UEFA Nations League, League D, Gr. 1"
8600763,20/21,1,2020-09-03 18:45:00+00:00,finished,Germany,Spain,1.0,1.0,"UEFA Nations League, League A, Gr. 4"
8600814,20/21,1,2020-09-03 18:45:00+00:00,finished,Bulgaria,Ireland,1.0,1.0,"UEFA Nations League, League B, Gr. 4"
8600816,20/21,1,2020-09-03 18:45:00+00:00,finished,Finland,Wales,0.0,1.0,"UEFA Nations League, League B, Gr. 4"
8600843,20/21,1,2020-09-03 18:45:00+00:00,finished,Moldova,Kosovo,1.0,1.0,"UEFA Nations League, League C, Gr. 3"
8600844,20/21,1,2020-09-03 18:45:00+00:00,finished,Slovenia,Greece,0.0,0.0,"UEFA Nations League, League C, Gr. 3"
8600846,20/21,1,2020-09-03 18:45:00+00:00,finished,Faroe Islands,Malta,3.0,2.0,"UEFA Nations League, League D, Gr. 1"
8600731,20/21,1,2020-09-03 18:45:00+00:00,finished,Ukraine,Switzerland,2.0,1.0,"UEFA Nations League, League A, Gr. 4"
8600810,20/21,1,2020-09-03 18:45:00+00:00,finished,Türkiye,Hungary,0.0,1.0,"UEFA Nations League, League B, Gr. 3"
8600813,20/21,1,2020-09-03 18:45:00+00:00,finished,Russia,Serbia,3.0,1.0,"UEFA Nations League, League B, Gr. 3"
8600835,20/21,1,2020-09-04 16:00:00+00:00,finished,Lithuania,Kazakhstan,0.0,2.0,"UEFA Nations League, League C, Gr. 4"
8600730,20/21,1,2020-09-04 18:45:00+00:00,finished,Italy,Bosnia & Herzegovina,1.0,1.0,"UEFA Nations League, League A, Gr. 1"
8600742,20/21,1,2020-09-04 18:45:00+00:00,finished,Netherlands,Poland,1.0,0.0,"UEFA Nations League, League A, Gr. 1"
8600794,20/21,1,2020-09-04 18:45:00+00:00,finished,Norway,Austria,1.0,2.0,"UEFA Nations League, League B, Gr. 1"
8600767,20/21,1,2020-09-04 18:45:00+00:00,finished,Romania,Northern Ireland,1.0,1.0,"UEFA Nations League, League B, Gr. 1"
8600758,20/21,1,2020-09-04 18:45:00+00:00,finished,Scotland,Israel,1.0,1.0,"UEFA Nations League, League B, Gr. 2"
8600777,20/21,1,2020-09-04 18:45:00+00:00,finished,Slovakia,Czechia,1.0,3.0,"UEFA Nations League, League B, Gr. 2"
8600840,20/21,1,2020-09-04 18:45:00+00:00,finished,Belarus,Albania,0.0,2.0,"UEFA Nations League, League C, Gr. 4"
8600818,20/21,1,2020-09-05 13:00:00+00:00,finished,North Macedonia,Armenia,2.0,1.0,"UEFA Nations League, League C, Gr. 2"
8600841,20/21,1,2020-09-05 13:00:00+00:00,finished,Gibraltar,San Marino,1.0,0.0,"UEFA Nations League, League D, Gr. 2"
8600820,20/21,1,2020-09-05 16:00:00+00:00,finished,Cyprus,Montenegro,0.0,2.0,"UEFA Nations League, League C, Gr. 1"
8600817,20/21,1,2020-09-05 16:00:00+00:00,finished,Estonia,Georgia,0.0,1.0,"UEFA Nations League, League C, Gr. 2"
8600790,20/21,1,2020-09-05 16:00:00+00:00,finished,Iceland,England,0.0,1.0,"UEFA Nations League, League A, Gr. 2"
8600822,20/21,1,2020-09-05 16:00:00+00:00,finished,Azerbaijan,Luxembourg,1.0,2.0,"UEFA Nations League, League C, Gr. 1"
8600732,20/21,1,2020-09-05 18:45:00+00:00,finished,Denmark,Belgium,0.0,2.0,"UEFA Nations League, League A, Gr. 2"
8600740,20/21,1,2020-09-05 18:45:00+00:00,finished,Portugal,Croatia,4.0,1.0,"UEFA Nations League, League A, Gr. 3"
8600734,20/21,1,2020-09-05 18:45:00+00:00,finished,Sweden,France,0.0,1.0,"UEFA Nations League, League A, Gr. 3"
8600819,20/21,2,2020-09-06 13:00:00+00:00,finished,Wales,Bulgaria,1.0,0.0,"UEFA Nations League, League B, Gr. 4"
8600847,20/21,2,2020-09-06 13:00:00+00:00,finished,Andorra,Faroe Islands,0.0,1.0,"UEFA Nations League, League D, Gr. 1"
8600815,20/21,2,2020-09-06 16:00:00+00:00,finished,Ireland,Finland,0.0,1.0,"UEFA Nations League, League B, Gr. 4"
8600811,20/21,2,2020-09-06 16:00:00+00:00,finished,Hungary,Russia,2.0,3.0,"UEFA Nations League, League B, Gr. 3"
8600851,20/21,2,2020-09-06 16:00:00+00:00,finished,Slovenia,Moldova,1.0,0.0,"UEFA Nations League, League C, Gr. 3"
8600769,20/21,2,2020-09-06 18:45:00+00:00,finished,Switzerland,Germany,1.0,1.0,"UEFA Nations League, League A, Gr. 4"
8600838,20/21,2,2020-09-06 18:45:00+00:00,finished,Kosovo,Greece,1.0,2.0,"UEFA Nations League, League C, Gr. 3"
8600812,20/21,2,2020-09-06 18:45:00+00:00,finished,Serbia,Türkiye,0.0,0.0,"UEFA Nations League, League B, Gr. 3"
8600733,20/21,2,2020-09-06 18:45:00+00:00,finished,Spain,Ukraine,4.0,0.0,"UEFA Nations League, League A, Gr. 4"
8600845,20/21,2,2020-09-06 18:45:00+00:00,finished,Malta,Latvia,1.0,1.0,"UEFA Nations League, League D, Gr. 1"
8600834,20/21,2,2020-09-07 14:00:00+00:00,finished,Kazakhstan,Belarus,1.0,2.0,"UEFA Nations League, League C, Gr. 4"
8600876,20/21,2,2020-09-07 18:45:00+00:00,finished,Bosnia & Herzegovina,Poland,1.0,2.0,"UEFA Nations League, League A, Gr. 1"
8600871,20/21,2,2020-09-07 18:45:00+00:00,finished,Netherlands,Italy,0.0,1.0,"UEFA Nations League, League A, Gr. 1"
8600877,20/21,2,2020-09-07 18:45:00+00:00,finished,Austria,Romania,2.0,3.0,"UEFA Nations League, League B, Gr. 1"
8600886,20/21,2,2020-09-07 18:45:00+00:00,finished,Northern Ireland,Norway,1.0,5.0,"UEFA Nations League, League B, Gr. 1"
8600836,20/21,2,2020-09-07 18:45:00+00:00,finished,Czechia,Scotland,1.0,2.0,"UEFA Nations League, League B, Gr. 2"
8600837,20/21,2,2020-09-07 18:45:00+00:00,finished,Israel,Slovakia,1.0,1.0,"UEFA Nations League, League B, Gr. 2"
8600848,20/21,2,2020-09-07 18:45:00+00:00,finished,Albania,Lithuania,0.0,1.0,"UEFA Nations League, League C, Gr. 4"
8600850,20/21,2,2020-09-08 16:00:00+00:00,finished,Armenia,Estonia,2.0,0.0,"UEFA Nations League, League C, Gr. 2"
8600849,20/21,2,2020-09-08 16:00:00+00:00,finished,Georgia,North Macedonia,1.0,1.0,"UEFA Nations League, League C, Gr. 2"
8600882,20/21,2,2020-09-08 18:45:00+00:00,finished,France,Croatia,4.0,2.0,"UEFA Nations League, League A, Gr. 3"
8600833,20/21,2,2020-09-08 18:45:00+00:00,finished,San Marino,Liechtenstein,0.0,2.0,"UEFA Nations League, League D, Gr. 2"
8600842,20/21,2,2020-09-08 18:45:00+00:00,finished,Luxembourg,Montenegro,0.0,1.0,"UEFA Nations League, League C, Gr. 1"
8600832,20/21,2,2020-09-08 18:45:00+00:00,finished,Cyprus,Azerbaijan,0.0,1.0,"UEFA Nations League, League C, Gr. 1"
8600861,20/21,2,2020-09-08 18:45:00+00:00,finished,Denmark,England,0.0,0.0,"UEFA Nations League, League A, Gr. 2"
8600853,20/21,2,2020-09-08 18:45:00+00:00,finished,Belgium,Iceland,5.0,1.0,"UEFA Nations League, League A, Gr. 2"
8600875,20/21,2,2020-09-08 18:45:00+00:00,finished,Sweden,Portugal,0.0,2.0,"UEFA Nations League, League A, Gr. 3"
8600863,20/21,3,2020-10-10 13:00:00+00:00,finished,Luxembourg,Cyprus,2.0,0.0,"UEFA Nations League, League C, Gr. 1"
8600870,20/21,3,2020-10-10 13:00:00+00:00,finished,Montenegro,Azerbaijan,2.0,0.0,"UEFA Nations League, League C, Gr. 1"
8600872,20/21,3,2020-10-10 16:00:00+00:00,finished,Faroe Islands,Latvia,1.0,1.0,"UEFA Nations League, League D, Gr. 1"
8600859,20/21,3,2020-10-10 16:00:00+00:00,finished,Liechtenstein,Gibraltar,0.0,1.0,"UEFA Nations League, League D, Gr. 2"
8600869,20/21,3,2020-10-10 18:45:00+00:00,finished,Andorra,Malta,0.0,0.0,"UEFA Nations League, League D, Gr. 1"
8600751,20/21,3,2020-10-10 18:45:00+00:00,finished,Spain,Switzerland,1.0,0.0,"UEFA Nations League, League A, Gr. 4"
8600754,20/21,3,2020-10-10 18:45:00+00:00,finished,Ukraine,Germany,1.0,2.0,"UEFA Nations League, League A, Gr. 4"
8600880,20/21,3,2020-10-11 13:00:00+00:00,finished,Kazakhstan,Albania,0.0,0.0,"UEFA Nations League, League C, Gr. 4"
8600856,20/21,3,2020-10-11 13:00:00+00:00,finished,Ireland,Wales,0.0,0.0,"UEFA Nations League, League B, Gr. 4"
8600746,20/21,3,2020-10-11 16:00:00+00:00,finished,England,Belgium,2.0,1.0,"UEFA Nations League, League A, Gr. 2"
8600827,20/21,3,2020-10-11 16:00:00+00:00,finished,Croatia,Sweden,2.0,1.0,"UEFA Nations League, League A, Gr. 3"
8600766,20/21,3,2020-10-11 16:00:00+00:00,finished,Norway,Romania,4.0,0.0,"UEFA Nations League, League B, Gr. 1"
8600753,20/21,3,2020-10-11 16:00:00+00:00,finished,Bosnia & Herzegovina,Netherlands,0.0,0.0,"UEFA Nations League, League A, Gr. 1"
8600858,20/21,3,2020-10-11 16:00:00+00:00,finished,Finland,Bulgaria,2.0,0.0,"UEFA Nations League, League B, Gr. 4"
8600854,20/21,3,2020-10-11 16:00:00+00:00,finished,Armenia,Georgia,2.0,2.0,"UEFA Nations League, League C, Gr. 2"
8600860,20/21,3,2020-10-11 16:00:00+00:00,finished,Estonia,North Macedonia,3.0,3.0,"UEFA Nations League, League C, Gr. 2"
8600887,20/21,3,2020-10-11 16:00:00+00:00,finished,Lithuania,Belarus,2.0,2.0,"UEFA Nations League, League C, Gr. 4"
8600866,20/21,3,2020-10-11 18:45:00+00:00,finished,Greece,Moldova,2.0,0.0,"UEFA Nations League, League C, Gr. 3"
8600779,20/21,3,2020-10-11 18:45:00+00:00,finished,Poland,Italy,0.0,0.0,"UEFA Nations League, League A, Gr. 1"
8600736,20/21,3,2020-10-11 18:45:00+00:00,finished,Iceland,Denmark,0.0,3.0,"UEFA Nations League, League A, Gr. 2"
8600788,20/21,3,2020-10-11 18:45:00+00:00,finished,France,Portugal,0.0,0.0,"UEFA Nations League, League A, Gr. 3"
8600789,20/21,3,2020-10-11 18:45:00+00:00,finished,Northern Ireland,Austria,0.0,1.0,"UEFA Nations League, League B, Gr. 1"
8600741,20/21,3,2020-10-11 18:45:00+00:00,finished,Israel,Czechia,1.0,2.0,"UEFA Nations League, League B, Gr. 2"
8600791,20/21,3,2020-10-11 18:45:00+00:00,finished,Scotland,Slovakia,1.0,0.0,"UEFA Nations League, League B, Gr. 2"
8600830,20/21,3,2020-10-11 18:45:00+00:00,finished,Russia,Türkiye,1.0,1.0,"UEFA Nations League, League B, Gr. 3"
8600750,20/21,3,2020-10-11 18:45:00+00:00,finished,Serbia,Hungary,0.0,1.0,"UEFA Nations League, League B, Gr. 3"
8600868,20/21,3,2020-10-11 18:45:00+00:00,finished,Kosovo,Slovenia,0.0,1.0,"UEFA Nations League, League C, Gr. 3"
8600878,20/21,4,2020-10-13 16:00:00+00:00,finished,Azerbaijan,Cyprus,0.0,0.0,"UEFA Nations League, League C, Gr. 1"
